date,source,destination,transfer_type,gb_transferred,cost
2026-04-21,service-11,service-12,internet-egress,1758.72,79.14
2026-04-21,service-12,service-1,VPC-peering,1718.75,17.19
2026-04-21,service-1,service-2,cross-AZ,108.31,1.08
2026-04-21,service-2,service-3,cross-region,1239.07,24.78
2026-04-21,service-3,service-4,internet-egress,580.64,26.13
2026-04-21,service-4,service-5,VPC-peering,877.8,8.78
2026-04-21,service-5,service-6,cross-AZ,2449.16,24.49
2026-04-21,service-6,service-7,cross-region,305.2,6.1
2026-04-21,service-7,service-8,internet-egress,1833.97,82.53
2026-04-21,service-8,service-9,VPC-peering,515.07,5.15
2026-04-22,service-1,service-2,cross-AZ,117.76,1.18
2026-04-22,service-2,service-3,cross-region,1303.4,26.07
2026-04-22,service-3,service-4,internet-egress,486.92,21.91
2026-04-22,service-4,service-5,VPC-peering,2417.12,24.17
2026-04-22,service-5,service-6,cross-AZ,588.87,5.89
2026-04-22,service-6,service-7,cross-region,560.88,11.22
2026-04-22,service-7,service-8,internet-egress,177.2,7.97
2026-04-22,service-8,service-9,VPC-peering,891.57,8.92
2026-04-22,service-9,service-10,cross-AZ,157.87,1.58
2026-04-22,service-10,service-11,cross-region,1297.33,25.95
2026-04-22,service-11,service-12,internet-egress,1313.47,59.11
2026-04-22,service-12,service-1,VPC-peering,227.78,2.28
2026-04-22,service-1,service-2,cross-AZ,676.15,6.76
2026-04-22,service-2,service-3,cross-region,2097.06,41.94
2026-04-22,service-3,service-4,internet-egress,1210.11,54.45
2026-04-22,service-4,service-5,VPC-peering,1143.06,11.43
2026-04-22,service-5,service-6,cross-AZ,1777.06,17.77
2026-04-22,service-6,service-7,cross-region,1815.72,36.31
2026-04-22,service-7,service-8,internet-egress,1928.71,86.79
2026-04-22,service-8,service-9,VPC-peering,2093.16,20.93
2026-04-23,service-1,service-2,cross-AZ,657.4,6.57
2026-04-23,service-2,service-3,cross-region,259.31,5.19
2026-04-23,service-3,service-4,internet-egress,1012.64,45.57
2026-04-23,service-4,service-5,VPC-peering,2152.23,21.52
2026-04-23,service-5,service-6,cross-AZ,287.27,2.87
2026-04-23,service-6,service-7,cross-region,1482.29,29.65
2026-04-23,service-7,service-8,internet-egress,1782.6,80.22
2026-04-23,service-8,service-9,VPC-peering,1255.38,12.55
2026-04-23,service-9,service-10,cross-AZ,712.42,7.12
2026-04-23,service-10,service-11,cross-region,883.14,17.66
2026-04-23,service-11,service-12,internet-egress,271.97,12.24
2026-04-23,service-12,service-1,VPC-peering,802.2,8.02
2026-04-23,service-1,service-2,cross-AZ,206.51,2.07
2026-04-23,service-2,service-3,cross-region,1843.18,36.86
2026-04-23,service-3,service-4,internet-egress,2255.19,101.48
2026-04-23,service-4,service-5,VPC-peering,1620.43,16.2
2026-04-23,service-5,service-6,cross-AZ,1676.09,16.76
2026-04-23,service-6,service-7,cross-region,1233.14,24.66
2026-04-23,service-7,service-8,internet-egress,474.49,21.35
2026-04-23,service-8,service-9,VPC-peering,118.54,1.19
2026-04-24,service-1,service-2,cross-AZ,925.54,9.26
2026-04-24,service-2,service-3,cross-region,1903.57,38.07
2026-04-24,service-3,service-4,internet-egress,2405.04,108.23
2026-04-24,service-4,service-5,VPC-peering,1134.6,11.35
2026-04-24,service-5,service-6,cross-AZ,976.94,9.77
2026-04-24,service-6,service-7,cross-region,1170.3,23.41
2026-04-24,service-7,service-8,internet-egress,1126.66,50.7
2026-04-24,service-8,service-9,VPC-peering,1602.11,16.02
2026-04-24,service-9,service-10,cross-AZ,1861.95,18.62
2026-04-24,service-10,service-11,cross-region,1983.9,39.68
2026-04-24,service-11,service-12,internet-egress,1659.05,74.66
2026-04-24,service-12,service-1,VPC-peering,1150.54,11.51
2026-04-24,service-1,service-2,cross-AZ,2380.25,23.8
2026-04-24,service-2,service-3,cross-region,1806.45,36.13
2026-04-24,service-3,service-4,internet-egress,1123.98,50.58
2026-04-24,service-4,service-5,VPC-peering,1171.8,11.72
2026-04-24,service-5,service-6,cross-AZ,2063.15,20.63
2026-04-24,service-6,service-7,cross-region,1157.3,23.15
2026-04-24,service-7,service-8,internet-egress,1339.06,60.26
2026-04-24,service-8,service-9,VPC-peering,799.73,8.0
2026-04-25,service-1,service-2,cross-AZ,2113.4,21.13
2026-04-25,service-2,service-3,cross-region,1353.49,27.07
2026-04-25,service-3,service-4,internet-egress,1426.09,64.17
2026-04-25,service-4,service-5,VPC-peering,2213.62,22.14
2026-04-25,service-5,service-6,cross-AZ,2309.24,23.09
2026-04-25,service-6,service-7,cross-region,2078.07,41.56
2026-04-25,service-7,service-8,internet-egress,256.89,11.56
2026-04-25,service-8,service-9,VPC-peering,1164.42,11.64
2026-04-25,service-9,service-10,cross-AZ,923.99,9.24
2026-04-25,service-10,service-11,cross-region,612.44,12.25
2026-04-25,service-11,service-12,internet-egress,2281.49,102.67
2026-04-25,service-12,service-1,VPC-peering,2236.17,22.36
2026-04-25,service-1,service-2,cross-AZ,1216.71,12.17
2026-04-25,service-2,service-3,cross-region,422.95,8.46
2026-04-25,service-3,service-4,internet-egress,132.08,5.94
2026-04-25,service-4,service-5,VPC-peering,1152.32,11.52
2026-04-25,service-5,service-6,cross-AZ,195.89,1.96
2026-04-25,service-6,service-7,cross-region,1562.93,31.26
2026-04-25,service-7,service-8,internet-egress,1560.18,70.21
2026-04-25,service-8,service-9,VPC-peering,2257.45,22.57
2026-04-26,service-1,service-2,cross-AZ,556.12,5.56
2026-04-26,service-2,service-3,cross-region,991.35,19.83
2026-04-26,service-3,service-4,internet-egress,2162.91,97.33
2026-04-26,service-4,service-5,VPC-peering,1238.31,12.38
2026-04-26,service-5,service-6,cross-AZ,243.34,2.43
2026-04-26,service-6,service-7,cross-region,365.88,7.32
2026-04-26,service-7,service-8,internet-egress,2052.29,92.35
2026-04-26,service-8,service-9,VPC-peering,1884.87,18.85
2026-04-26,service-9,service-10,cross-AZ,2202.12,22.02
2026-04-26,service-10,service-11,cross-region,385.27,7.71
2026-04-26,service-11,service-12,internet-egress,1925.0,86.63
2026-04-26,service-12,service-1,VPC-peering,1672.25,16.72
2026-04-26,service-1,service-2,cross-AZ,657.5,6.58
2026-04-26,service-2,service-3,cross-region,2437.37,48.75
2026-04-26,service-3,service-4,internet-egress,1468.85,66.1
2026-04-26,service-4,service-5,VPC-peering,2276.51,22.77
2026-04-26,service-5,service-6,cross-AZ,2161.82,21.62
2026-04-26,service-6,service-7,cross-region,899.5,17.99
2026-04-26,service-7,service-8,internet-egress,1386.3,62.38
2026-04-26,service-8,service-9,VPC-peering,1135.28,11.35
2026-04-27,service-1,service-2,cross-AZ,1801.79,18.02
2026-04-27,service-2,service-3,cross-region,1511.3,30.23
2026-04-27,service-3,service-4,internet-egress,1983.65,89.26
2026-04-27,service-4,service-5,VPC-peering,128.21,1.28
2026-04-27,service-5,service-6,cross-AZ,1750.7,17.51
2026-04-27,service-6,service-7,cross-region,865.76,17.32
2026-04-27,service-7,service-8,internet-egress,638.13,28.72
2026-04-27,service-8,service-9,VPC-peering,2022.98,20.23
2026-04-27,service-9,service-10,cross-AZ,314.13,3.14
2026-04-27,service-10,service-11,cross-region,648.3,12.97
2026-04-27,service-11,service-12,internet-egress,588.96,26.5
2026-04-27,service-12,service-1,VPC-peering,1107.58,11.08
2026-04-27,service-1,service-2,cross-AZ,873.61,8.74
2026-04-27,service-2,service-3,cross-region,1829.12,36.58
2026-04-27,service-3,service-4,internet-egress,1778.49,80.03
2026-04-27,service-4,service-5,VPC-peering,881.13,8.81
2026-04-27,service-5,service-6,cross-AZ,1148.75,11.49
2026-04-27,service-6,service-7,cross-region,598.98,11.98
2026-04-27,service-7,service-8,internet-egress,1710.0,76.95
2026-04-27,service-8,service-9,VPC-peering,1050.93,10.51
2026-04-28,service-1,service-2,cross-AZ,418.78,4.19
2026-04-28,service-2,service-3,cross-region,405.44,8.11
2026-04-28,service-3,service-4,internet-egress,873.57,39.31
2026-04-28,service-4,service-5,VPC-peering,1893.58,18.94
2026-04-28,service-5,service-6,cross-AZ,161.21,1.61
2026-04-28,service-6,service-7,cross-region,718.66,14.37
2026-04-28,service-7,service-8,internet-egress,489.97,22.05
2026-04-28,service-8,service-9,VPC-peering,2395.55,23.96
2026-04-28,service-9,service-10,cross-AZ,1792.68,17.93
2026-04-28,service-10,service-11,cross-region,659.76,13.2
2026-04-28,service-11,service-12,internet-egress,597.91,26.91
2026-04-28,service-12,service-1,VPC-peering,2159.27,21.59
2026-04-28,service-1,service-2,cross-AZ,556.54,5.57
2026-04-28,service-2,service-3,cross-region,2492.94,49.86
2026-04-28,service-3,service-4,internet-egress,777.53,34.99
2026-04-28,service-4,service-5,VPC-peering,302.4,3.02
2026-04-28,service-5,service-6,cross-AZ,1758.26,17.58
2026-04-28,service-6,service-7,cross-region,1563.14,31.26
2026-04-28,service-7,service-8,internet-egress,2499.57,112.48
2026-04-28,service-8,service-9,VPC-peering,2025.01,20.25
2026-04-29,service-1,service-2,cross-AZ,1129.21,11.29
2026-04-29,service-2,service-3,cross-region,1723.87,34.48
2026-04-29,service-3,service-4,internet-egress,2062.84,92.83
2026-04-29,service-4,service-5,VPC-peering,1332.94,13.33
2026-04-29,service-5,service-6,cross-AZ,754.89,7.55
2026-04-29,service-6,service-7,cross-region,604.25,12.09
2026-04-29,service-7,service-8,internet-egress,808.68,36.39
2026-04-29,service-8,service-9,VPC-peering,2135.37,21.35
2026-04-29,service-9,service-10,cross-AZ,1013.04,10.13
2026-04-29,service-10,service-11,cross-region,787.99,15.76
2026-04-29,service-11,service-12,internet-egress,2034.13,91.54
2026-04-29,service-12,service-1,VPC-peering,176.61,1.77
2026-04-29,service-1,service-2,cross-AZ,1525.5,15.25
2026-04-29,service-2,service-3,cross-region,2196.72,43.93
2026-04-29,service-3,service-4,internet-egress,1084.2,48.79
2026-04-29,service-4,service-5,VPC-peering,746.36,7.46
2026-04-29,service-5,service-6,cross-AZ,1280.1,12.8
2026-04-29,service-6,service-7,cross-region,1821.95,36.44
2026-04-29,service-7,service-8,internet-egress,1339.85,60.29
2026-04-29,service-8,service-9,VPC-peering,118.33,1.18
2026-04-30,service-1,service-2,cross-AZ,287.98,2.88
2026-04-30,service-2,service-3,cross-region,1831.19,36.62
2026-04-30,service-3,service-4,internet-egress,1059.88,47.69
2026-04-30,service-4,service-5,VPC-peering,1983.46,19.83
2026-04-30,service-5,service-6,cross-AZ,1658.78,16.59
2026-04-30,service-6,service-7,cross-region,1495.64,29.91
2026-04-30,service-7,service-8,internet-egress,2263.3,101.85
2026-04-30,service-8,service-9,VPC-peering,151.17,1.51
2026-04-30,service-9,service-10,cross-AZ,472.08,4.72
2026-04-30,service-10,service-11,cross-region,1598.5,31.97
2026-04-30,service-11,service-12,internet-egress,257.99,11.61
2026-04-30,service-12,service-1,VPC-peering,1647.93,16.48
2026-04-30,service-1,service-2,cross-AZ,2461.89,24.62
2026-04-30,service-2,service-3,cross-region,2209.14,44.18
2026-04-30,service-3,service-4,internet-egress,1518.2,68.32
2026-04-30,service-4,service-5,VPC-peering,2245.54,22.46
2026-04-30,service-5,service-6,cross-AZ,379.04,3.79
2026-04-30,service-6,service-7,cross-region,1191.27,23.83
2026-04-30,service-7,service-8,internet-egress,1128.82,50.8
2026-04-30,service-8,service-9,VPC-peering,907.47,9.07
2026-05-01,service-1,service-2,cross-AZ,100.48,1.0
2026-05-01,service-2,service-3,cross-region,2238.47,44.77
2026-05-01,service-3,service-4,internet-egress,1966.5,88.49
2026-05-01,service-4,service-5,VPC-peering,1666.86,16.67
2026-05-01,service-5,service-6,cross-AZ,409.52,4.1
2026-05-01,service-6,service-7,cross-region,1007.69,20.15
2026-05-01,service-7,service-8,internet-egress,2318.38,104.33
2026-05-01,service-8,service-9,VPC-peering,1580.63,15.81
2026-05-01,service-9,service-10,cross-AZ,1548.19,15.48
2026-05-01,service-10,service-11,cross-region,2291.5,45.83
2026-05-01,service-11,service-12,internet-egress,1443.6,64.96
2026-05-01,service-12,service-1,VPC-peering,1534.3,15.34
2026-05-01,service-1,service-2,cross-AZ,929.72,9.3
2026-05-01,service-2,service-3,cross-region,991.46,19.83
2026-05-01,service-3,service-4,internet-egress,1745.46,78.55
2026-05-01,service-4,service-5,VPC-peering,869.04,8.69
2026-05-01,service-5,service-6,cross-AZ,1441.86,14.42
2026-05-01,service-6,service-7,cross-region,770.07,15.4
2026-05-01,service-7,service-8,internet-egress,498.7,22.44
2026-05-01,service-8,service-9,VPC-peering,1190.57,11.91
2026-05-02,service-1,service-2,cross-AZ,621.87,6.22
2026-05-02,service-2,service-3,cross-region,2256.39,45.13
2026-05-02,service-3,service-4,internet-egress,828.67,37.29
2026-05-02,service-4,service-5,VPC-peering,1533.77,15.34
2026-05-02,service-5,service-6,cross-AZ,732.26,7.32
2026-05-02,service-6,service-7,cross-region,719.25,14.38
2026-05-02,service-7,service-8,internet-egress,941.53,42.37
2026-05-02,service-8,service-9,VPC-peering,2298.1,22.98
2026-05-02,service-9,service-10,cross-AZ,1039.59,10.4
2026-05-02,service-10,service-11,cross-region,2071.04,41.42
2026-05-02,service-11,service-12,internet-egress,573.52,25.81
2026-05-02,service-12,service-1,VPC-peering,215.61,2.16
2026-05-02,service-1,service-2,cross-AZ,1976.03,19.76
2026-05-02,service-2,service-3,cross-region,1400.5,28.01
2026-05-02,service-3,service-4,internet-egress,1308.94,58.9
2026-05-02,service-4,service-5,VPC-peering,753.29,7.53
2026-05-02,service-5,service-6,cross-AZ,273.56,2.74
2026-05-02,service-6,service-7,cross-region,1258.86,25.18
2026-05-02,service-7,service-8,internet-egress,2181.34,98.16
2026-05-02,service-8,service-9,VPC-peering,388.05,3.88
2026-05-03,service-1,service-2,cross-AZ,2330.01,23.3
2026-05-03,service-2,service-3,cross-region,759.35,15.19
2026-05-03,service-3,service-4,internet-egress,1377.25,61.98
2026-05-03,service-4,service-5,VPC-peering,259.62,2.6
2026-05-03,service-5,service-6,cross-AZ,1120.11,11.2
2026-05-03,service-6,service-7,cross-region,402.15,8.04
2026-05-03,service-7,service-8,internet-egress,215.14,9.68
2026-05-03,service-8,service-9,VPC-peering,2419.74,24.2
2026-05-03,service-9,service-10,cross-AZ,1852.23,18.52
2026-05-03,service-10,service-11,cross-region,1825.74,36.51
2026-05-03,service-11,service-12,internet-egress,317.32,14.28
2026-05-03,service-12,service-1,VPC-peering,2330.44,23.3
2026-05-03,service-1,service-2,cross-AZ,1226.72,12.27
2026-05-03,service-2,service-3,cross-region,2145.48,42.91
2026-05-03,service-3,service-4,internet-egress,130.24,5.86
2026-05-03,service-4,service-5,VPC-peering,815.7,8.16
2026-05-03,service-5,service-6,cross-AZ,2490.51,24.91
2026-05-03,service-6,service-7,cross-region,1126.81,22.54
2026-05-03,service-7,service-8,internet-egress,2232.38,100.46
2026-05-03,service-8,service-9,VPC-peering,887.2,8.87
2026-05-04,service-1,service-2,cross-AZ,1360.79,13.61
2026-05-04,service-2,service-3,cross-region,2150.13,43.0
2026-05-04,service-3,service-4,internet-egress,1553.97,69.93
2026-05-04,service-4,service-5,VPC-peering,1840.46,18.4
2026-05-04,service-5,service-6,cross-AZ,649.2,6.49
2026-05-04,service-6,service-7,cross-region,474.14,9.48
2026-05-04,service-7,service-8,internet-egress,652.74,29.37
2026-05-04,service-8,service-9,VPC-peering,1283.32,12.83
2026-05-04,service-9,service-10,cross-AZ,2022.32,20.22
2026-05-04,service-10,service-11,cross-region,949.59,18.99
2026-05-04,service-11,service-12,internet-egress,1455.56,65.5
2026-05-04,service-12,service-1,VPC-peering,2031.55,20.32
2026-05-04,service-1,service-2,cross-AZ,673.06,6.73
2026-05-04,service-2,service-3,cross-region,2219.14,44.38
2026-05-04,service-3,service-4,internet-egress,2387.4,107.43
2026-05-04,service-4,service-5,VPC-peering,193.53,1.94
2026-05-04,service-5,service-6,cross-AZ,241.87,2.42
2026-05-04,service-6,service-7,cross-region,318.3,6.37
2026-05-04,service-7,service-8,internet-egress,1964.24,88.39
2026-05-04,service-8,service-9,VPC-peering,554.41,5.54
2026-05-05,service-1,service-2,cross-AZ,1841.67,18.42
2026-05-05,service-2,service-3,cross-region,1159.06,23.18
2026-05-05,service-3,service-4,internet-egress,2107.01,94.82
2026-05-05,service-4,service-5,VPC-peering,2040.53,20.41
2026-05-05,service-5,service-6,cross-AZ,2403.19,24.03
2026-05-05,service-6,service-7,cross-region,702.49,14.05
2026-05-05,service-7,service-8,internet-egress,650.17,29.26
2026-05-05,service-8,service-9,VPC-peering,175.62,1.76
2026-05-05,service-9,service-10,cross-AZ,1085.0,10.85
2026-05-05,service-10,service-11,cross-region,1201.75,24.04
2026-05-05,service-11,service-12,internet-egress,2414.83,108.67
2026-05-05,service-12,service-1,VPC-peering,2093.88,20.94
2026-05-05,service-1,service-2,cross-AZ,500.3,5.0
2026-05-05,service-2,service-3,cross-region,2016.37,40.33
2026-05-05,service-3,service-4,internet-egress,527.92,23.76
2026-05-05,service-4,service-5,VPC-peering,286.64,2.87
2026-05-05,service-5,service-6,cross-AZ,2109.0,21.09
2026-05-05,service-6,service-7,cross-region,2442.3,48.85
2026-05-05,service-7,service-8,internet-egress,311.48,14.02
2026-05-05,service-8,service-9,VPC-peering,2053.42,20.53
2026-05-06,service-1,service-2,cross-AZ,2162.11,21.62
2026-05-06,service-2,service-3,cross-region,385.01,7.7
2026-05-06,service-3,service-4,internet-egress,779.81,35.09
2026-05-06,service-4,service-5,VPC-peering,1860.79,18.61
2026-05-06,service-5,service-6,cross-AZ,2038.55,20.39
2026-05-06,service-6,service-7,cross-region,949.54,18.99
2026-05-06,service-7,service-8,internet-egress,483.83,21.77
2026-05-06,service-8,service-9,VPC-peering,1656.03,16.56
2026-05-06,service-9,service-10,cross-AZ,1784.72,17.85
2026-05-06,service-10,service-11,cross-region,1308.66,26.17
2026-05-06,service-11,service-12,internet-egress,447.86,20.15
2026-05-06,service-12,service-1,VPC-peering,2126.77,21.27
2026-05-06,service-1,service-2,cross-AZ,1648.64,16.49
2026-05-06,service-2,service-3,cross-region,2185.99,43.72
2026-05-06,service-3,service-4,internet-egress,2339.13,105.26
2026-05-06,service-4,service-5,VPC-peering,2033.67,20.34
2026-05-06,service-5,service-6,cross-AZ,2400.78,24.01
2026-05-06,service-6,service-7,cross-region,2390.22,47.8
2026-05-06,service-7,service-8,internet-egress,1586.43,71.39
2026-05-06,service-8,service-9,VPC-peering,1847.62,18.48
2026-05-07,service-1,service-2,cross-AZ,1778.58,17.79
2026-05-07,service-2,service-3,cross-region,1590.73,31.81
2026-05-07,service-3,service-4,internet-egress,146.45,6.59
2026-05-07,service-4,service-5,VPC-peering,954.18,9.54
2026-05-07,service-5,service-6,cross-AZ,340.19,3.4
2026-05-07,service-6,service-7,cross-region,820.62,16.41
2026-05-07,service-7,service-8,internet-egress,264.56,11.9
2026-05-07,service-8,service-9,VPC-peering,2308.08,23.08
2026-05-07,service-9,service-10,cross-AZ,1183.19,11.83
2026-05-07,service-10,service-11,cross-region,554.47,11.09
2026-05-07,service-11,service-12,internet-egress,1503.47,67.66
2026-05-07,service-12,service-1,VPC-peering,571.48,5.71
2026-05-07,service-1,service-2,cross-AZ,2030.66,20.31
